#,ama,title,journal,year,volume,issue,pages,doi,pmid,authors
12, Clean the sensor connections on both the new Catheter and the arm carriage using the Sensor Connection Cleaner. Clean the sensor connections on both the new Catheter and the arm carriage using the Sensor Connection Cleaner. None;None.,Clean the sensor connections on both the new Catheter and the arm carriage using the Sensor Connection Cleaner,Clean the sensor connections on both the new Catheter and the arm carriage using the Sensor Connection Cleaner,,,,,,,
13, Install the new Catheter. Install the new Catheter. None;None.,Install the new Catheter,Install the new Catheter,,,,,,,
14,A. 23 Mid-Procedure Catheter Exchange. 23 Mid-Procedure Catheter Exchange. None;None.,23 Mid-Procedure Catheter Exchange,23 Mid-Procedure Catheter Exchange,,,,,,,A
15," If a biopsy tool (for example, needle, forceps, or brush) is advanced through the Catheter tool channel, retract the biopsy tool into its protective sheath and then remove it from the Catheter. If a biopsy tool (for example, needle, forceps, or brush) is advanced through the Catheter tool channel, retract the biopsy tool into its protective sheath and then remove it from the Catheter. None;None.","If a biopsy tool (for example, needle, forceps, or brush) is advanced through the Catheter tool channel, retract the biopsy tool into its protective sheath and then remove it from the Catheter","If a biopsy tool (for example, needle, forceps, or brush) is advanced through the Catheter tool channel, retract the biopsy tool into its protective sheath and then remove it from the Catheter",,,,,,,
16, Retract the Catheter into the ET tube using the scroll wheel or carriage clutch button. Retract the Catheter into the ET tube using the scroll wheel or carriage clutch button. None;None.,Retract the Catheter into the ET tube using the scroll wheel or carriage clutch button,Retract the Catheter into the ET tube using the scroll wheel or carriage clutch button,,,,,,,
17, Retract the Catheter Guide. Retract the Catheter Guide. None;None.,Retract the Catheter Guide,Retract the Catheter Guide,,,,,,,
18, Remove Vision Probe from the Catheter. Remove Vision Probe from the Catheter. None;None.,Remove Vision Probe from the Catheter,Remove Vision Probe from the Catheter,,,,,,,
19, Disconnect the Catheter from the arm. Disconnect the Catheter from the arm. None;None.,Disconnect the Catheter from the arm,Disconnect the Catheter from the arm,,,,,,,
20, Tap Continue Procedure on the Controller touchscreen. Tap Continue Procedure on the Controller touchscreen. None;None.,Tap Continue Procedure on the Controller touchscreen,Tap Continue Procedure on the Controller touchscreen,,,,,,,
21, Raise the arm carriage. Raise the arm carriage. None;None.,Raise the arm carriage,Raise the arm carriage,,,,,,,
22," Get a new Catheter, and then clean the sensor connections on the new Catheter and on the arm carriage using the Sensor Connection Cleaner. Get a new Catheter, and then clean the sensor connections on the new Catheter and on the arm carriage using the Sensor Connection Cleaner. None;None.","Get a new Catheter, and then clean the sensor connections on the new Catheter and on the arm carriage using the Sensor Connection Cleaner","Get a new Catheter, and then clean the sensor connections on the new Catheter and on the arm carriage using the Sensor Connection Cleaner",,,,,,,
23, Install the new Catheter and allow the Catheter self-tests to complete. Install the new Catheter and allow the Catheter self-tests to complete. None;None.,Install the new Catheter and allow the Catheter self-tests to complete,Install the new Catheter and allow the Catheter self-tests to complete,,,,,,,
24, Insert the Vision Probe into the Catheter tool channel. Insert the Vision Probe into the Catheter tool channel. None;None.,Insert the Vision Probe into the Catheter tool channel,Insert the Vision Probe into the Catheter tool channel,,,,,,,
25," Lubricate the Catheter, and insert the Catheter into the ET tube. Lubricate the Catheter, and insert the Catheter into the ET tube. None;None.","Lubricate the Catheter, and insert the Catheter into the ET tube","Lubricate the Catheter, and insert the Catheter into the ET tube",,,,,,,
26," Extend the Catheter Guide, and advance the Catheter. Extend the Catheter Guide, and advance the Catheter. None;None.","Extend the Catheter Guide, and advance the Catheter","Extend the Catheter Guide, and advance the Catheter",,,,,,,
27, Perform registration. Perform registration. None;None.,Perform registration,Perform registration,,,,,,,
28,A. 24 System Power Issues Check Connections In case of inconsistent power behavior. 24 System Power Issues Check Connections In case of inconsistent power behavior. None;None.,24 System Power Issues Check Connections In case of inconsistent power behavior,24 System Power Issues Check Connections In case of inconsistent power behavior,,,,,,,A
29, Confirm the power cable is properly connected to a dedicated AC power outlet. Confirm the power cable is properly connected to a dedicated AC power outlet. None;None.,Confirm the power cable is properly connected to a dedicated AC power outlet,Confirm the power cable is properly connected to a dedicated AC power outlet,,,,,,,
30," Confirm the power breaker switch is On (indicated by an ""I"" near the switch). Confirm the power breaker switch is On (indicated by an ""I"" near the switch). None;None.","Confirm the power breaker switch is On (indicated by an ""I"" near the switch)","Confirm the power breaker switch is On (indicated by an ""I"" near the switch)",,,,,,,
