#,ama,title,journal,year,volume,issue,pages,doi,pmid,authors
1,"Clive A, Bhatnagar R, Preston NJ. Interventions for the management of malignant pleural effusions: a network meta-analysis. Cochrane Database Syst Rev. 2016;5:10529.",Interventions for the management of malignant pleural effusions: a network meta-analysis,Cochrane Database Syst Rev,2016,,5,10529,,,Clive A; Bhatnagar R; Preston NJ
12,"Yim AP, Chan AT, Lee TW. Thoracoscopic talc insufflation versus talc slurry for symptomatic malignant pleural effusion. Ann Thorac Surg. 1996;62.",Thoracoscopic talc insufflation versus talc slurry for symptomatic malignant pleural effusion,Ann Thorac Surg,1996,62,,,,,Yim AP; Chan AT; Lee TW
13,"Terra RM, Junqueira J, Teixeira LR. Is full postpleurodesis lung expansion a determinant of a successful outcome after talc pleurodesis. Chest. 2009;136.",Is full postpleurodesis lung expansion a determinant of a successful outcome after talc pleurodesis,Chest,2009,136,,,,,Terra RM; Junqueira J; Teixeira LR
14,"Benkó I, Molnár TF, Horváth OP. Palliative treatment of malignant pleural effusions by video-assisted thoracoscopic surgery. Acta Chir Hung. 1999;38.",Palliative treatment of malignant pleural effusions by video-assisted thoracoscopic surgery,Acta Chir Hung,1999,38,,,,,Benkó I; Molnár TF; Horváth OP
15,"Debeljak A, Kecelj P, Triller N. Talc pleurodesis: comparison of talc slurry instillation with thoracoscopic talc insufflation for malignant pleural effusions. J BUON. 2006;11.",Talc pleurodesis: comparison of talc slurry instillation with thoracoscopic talc insufflation for malignant pleural effusions,J BUON,2006,11,,,,,Debeljak A; Kecelj P; Triller N
16,"Stefani A, Natali P, Casali C. Talc poudrage versus talc slurry in the treatment of malignant pleural effusion. A prospective comparative study. Eur J Cardiothorac Surg. 2006;30.",Talc poudrage versus talc slurry in the treatment of malignant pleural effusion. A prospective comparative study,Eur J Cardiothorac Surg,2006,30,,,,,Stefani A; Natali P; Casali C
17,"Luh SP, Chen CY, Tzao CY. Malignant pleural effusion treatment outcomes: pleurodesis via video-assisted thoracic surgery (VATS) versus tube thoracostomy. Thorac Cardiovasc Surg. 2006;54.",Malignant pleural effusion treatment outcomes: pleurodesis via video-assisted thoracic surgery (VATS) versus tube thoracostomy,Thorac Cardiovasc Surg,2006,54,,,,,Luh SP; Chen CY; Tzao CY
18,"Jancovici R, Lang-Lazdunski L, Pons F. Complications of video-assisted thoracic surgery: a five-year experience. Ann Thorac Surg. 1996;61.",Complications of video-assisted thoracic surgery: a five-year experience,Ann Thorac Surg,1996,61,,,,,Jancovici R; Lang-Lazdunski L; Pons F
19,"Cardillo G, Facciolo F, Carbone L. Long-term follow-up of video-assisted talc pleurodesis in malignant recurrent pleural effusions. Eur J Cardiothorac Surg. 2002;21.",Long-term follow-up of video-assisted talc pleurodesis in malignant recurrent pleural effusions,Eur J Cardiothorac Surg,2002,21,,,,,Cardillo G; Facciolo F; Carbone L
20,"Canto A, Guijarro R, Arnau A. Videothoracoscopy in the diagnosis and treatment of malignant pleural mesothelioma with associated pleural effusions. Thorac Cardiovasc Surg. 1997;45.",Videothoracoscopy in the diagnosis and treatment of malignant pleural mesothelioma with associated pleural effusions,Thorac Cardiovasc Surg,1997,45,,,,,Canto A; Guijarro R; Arnau A
21,"Steger V, Mika U, Toomes H. Who gains most? A 10-year experience with 611 thoracoscopic talc pleurodeses. Ann Thorac Surg. 2007;83.",Who gains most? A 10-year experience with 611 thoracoscopic talc pleurodeses,Ann Thorac Surg,2007,83,,,,,Steger V; Mika U; Toomes H
22,"Janssen JP, Collier G, Astoul P. Safety of pleurodesis with talc poudrage in malignant pleural effusion: a prospective cohort study. Lancet. 2007;369.",Safety of pleurodesis with talc poudrage in malignant pleural effusion: a prospective cohort study,Lancet,2007,369,,,,,Janssen JP; Collier G; Astoul P
23,"De Campos JR, Vargas FS, De Campos Werebe E. Thoracoscopy talc poudrage: a 15-year experience. Chest. 2001;119.",Thoracoscopy talc poudrage: a 15-year experience,Chest,2001,119,,,,,De Campos JR; Vargas FS; De Campos Werebe E
24,"Barbetakis N, Asteriou C, Papadopoulou F. Early and late morbidity and mortality and life expectancy following thoracoscopic talc insufflation for control of malignant pleural effusions: a review of 400 cases. J Cardiothorac Surg. 2010;5:27.",Early and late morbidity and mortality and life expectancy following thoracoscopic talc insufflation for control of malignant pleural effusions: a review of 400 cases,J Cardiothorac Surg,2010,5,,27,,,Barbetakis N; Asteriou C; Papadopoulou F
25,"Viallat JR, Rey F, Astoul P. Thoracoscopic talc poudrage pleurodesis for malignant effusions. A review of 360 cases. Chest. 1996;110.",Thoracoscopic talc poudrage pleurodesis for malignant effusions. A review of 360 cases,Chest,1996,110,,,,,Viallat JR; Rey F; Astoul P
26,"Koledin M, Duric D, Milovancev A. Pleural effusions of malignant etiology: diagnostics, treatment and quality of life. Arch Oncol. 2001;9.","Pleural effusions of malignant etiology: diagnostics, treatment and quality of life",Arch Oncol,2001,9,,,,,Koledin M; Duric D; Milovancev A
27,"Agrawal A, Tandon R, Lalit S. Clinico-pathological profile and course of malignant pleural effusion in a tertiary care teaching hospital in western U.P. with special reference to lung cancer. Lung India. 2015;32.",Clinico-pathological profile and course of malignant pleural effusion in a tertiary care teaching hospital in western U.P. with special reference to lung cancer,Lung India,2015,32,,,,,Agrawal A; Tandon R; Lalit S
28,"Arapis K, Caliandro R, Stern JB. Thoracoscopic palliative treatment of malignant pleural effusions: results in 273 patients. Surg Endosc. 2006;20.",Thoracoscopic palliative treatment of malignant pleural effusions: results in 273 patients,Surg Endosc,2006,20,,,,,Arapis K; Caliandro R; Stern JB
29,"Bal S, Hasan SS. Thoracoscopic management of malignant pleural effusion. Int Surg. 1993;78.",Thoracoscopic management of malignant pleural effusion,Int Surg,1993,78,,,,,Bal S; Hasan SS
30,"Trotter D, Aly A, Siu L. Video-assisted thoracoscopic (VATS) pleurodesis for malignant effusion: an Australian teaching hospital's experience. Heart Lung Circ. 2005;14.",Video-assisted thoracoscopic (VATS) pleurodesis for malignant effusion: an Australian teaching hospital's experience,Heart Lung Circ,2005,14,,,,,Trotter D; Aly A; Siu L
31,"Sanchez-Armengol A, Rodriguez-Panadero F. Survival and talc pleurodesis in metastatic pleural carcinoma, revisited. Chest. 1993;104.","Survival and talc pleurodesis in metastatic pleural carcinoma, revisited",Chest,1993,104,,,,,Sanchez-Armengol A; Rodriguez-Panadero F
32,"Schniewind B, Rose T, Woltmann N. Clinical outcomes and health-related quality of life after thoracoscopic talc pleurodesis. J Palliat Med. 2012;15.",Clinical outcomes and health-related quality of life after thoracoscopic talc pleurodesis,J Palliat Med,2012,15,,,,,Schniewind B; Rose T; Woltmann N
33,"Kolschmann S, Ballin A, Gillissen A. Clinical efficacy and safety of thoracoscopic talc pleurodesis in malignant pleural effusions. Chest. 2005;128.",Clinical efficacy and safety of thoracoscopic talc pleurodesis in malignant pleural effusions,Chest,2005,128,,,,,Kolschmann S; Ballin A; Gillissen A
34,"Schulze M, Boehle AS, Kurdow R. Effective treatment of malignant pleural effusion by minimal invasive thoracic surgery: thoracoscopic talc pleurodesis and pleuroperitoneal shunts in 101 patients. Ann Thorac Surg. 2001;71.",Effective treatment of malignant pleural effusion by minimal invasive thoracic surgery: thoracoscopic talc pleurodesis and pleuroperitoneal shunts in 101 patients,Ann Thorac Surg,2001,71,,,,,Schulze M; Boehle AS; Kurdow R
35,"Clementsen P, Evald T, Grode G. Treatment of malignant pleural effusion: pleurodesis using a small percutaneous catheter. A prospective randomized study. Respir Med. 1998;92.",Treatment of malignant pleural effusion: pleurodesis using a small percutaneous catheter. A prospective randomized study,Respir Med,1998,92,,,,,Clementsen P; Evald T; Grode G
36,"Mager H, Maesen B, Verzijlbergen F. Distribution of talc suspension during treatment of malignant pleural effusion with talc pleurodesis. Lung Cancer. 2002;36.",Distribution of talc suspension during treatment of malignant pleural effusion with talc pleurodesis,Lung Cancer,2002,36,,,,,Mager H; Maesen B; Verzijlbergen F
37,"Arellano-Orden E, Romero-Falcon A, Juan JM. Small particle-size talc is associated with poor outcome and increased inflammation in thoracoscopic pleurodesis. Respiration. 2013;86.",Small particle-size talc is associated with poor outcome and increased inflammation in thoracoscopic pleurodesis,Respiration,2013,86,,,,,Arellano-Orden E; Romero-Falcon A; Juan JM
38,"Habal P, Omran N, Jankovicova K. Predictive value of systemic and local inflammation parameters in talc pleurodesis assessment. Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub. 2015;159.",Predictive value of systemic and local inflammation parameters in talc pleurodesis assessment,Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub,2015,159,,,,,Habal P; Omran N; Jankovicova K
39,"Rodriguez-Panadero F, Segado A, Juan M, J. Failure of talc pleurodesis is associated with increased pleural fibrinolysis. Am J Respir Crit Care Med. 1995;151.",Failure of talc pleurodesis is associated with increased pleural fibrinolysis,Am J Respir Crit Care Med,1995,151,,,,,Rodriguez-Panadero F; Segado A; Juan M; J
40,"Korsic MB, Badovinac S, Cucevic B. Talc pleurodesis improves survival of patients with malignant pleural effusions: case-control study. Wien Klin Wochenschr. 2015;127.",Talc pleurodesis improves survival of patients with malignant pleural effusions: case-control study,Wien Klin Wochenschr,2015,127,,,,,Korsic MB; Badovinac S; Cucevic B
41,"Yoon DW, Cho JH, Choi YS. Predictors of survival in patients who underwent video-assisted thoracic surgery talc pleurodesis for malignant pleural effusion. Thorac Cancer. 2016;7.",Predictors of survival in patients who underwent video-assisted thoracic surgery talc pleurodesis for malignant pleural effusion,Thorac Cancer,2016,7,,,,,Yoon DW; Cho JH; Choi YS
42,"Friedel G, Linder A, Toomes H. Video-assisted thoracoscopic pleurectomy as therapy for recurring malignant pleural effusion. Minim Invasive Ther. 1994;3.",Video-assisted thoracoscopic pleurectomy as therapy for recurring malignant pleural effusion,Minim Invasive Ther,1994,3,,,,,Friedel G; Linder A; Toomes H
43,"Waller DA, Morritt GN, Forty J. Video-assisted thoracoscopic pleurectomy in the management of malignant pleural effusion. Chest. 1995;107.",Video-assisted thoracoscopic pleurectomy in the management of malignant pleural effusion,Chest,1995,107,,,,,Waller DA; Morritt GN; Forty J
44,"Ohta Y, Oda M, Shimizu J. Multimodality treatment including parietal pleurectomy as a possible therapeutic procedure for malignant pleural effusion. Surg Technol Int. 2007;16. doi:10.1183/13993003.00349-2018.",Multimodality treatment including parietal pleurectomy as a possible therapeutic procedure for malignant pleural effusion,Surg Technol Int,2007,16,,,10.1183/13993003.00349-2018,,Ohta Y; Oda M; Shimizu J
45,"Crnjac A, Sok M, Kamenik M. Impact of pleural effusion pH on the efficacy of thoracoscopic mechanical pleurodesis in patients with breast carcinoma. Eur J Cardiothorac Surg. 2004;26.",Impact of pleural effusion pH on the efficacy of thoracoscopic mechanical pleurodesis in patients with breast carcinoma,Eur J Cardiothorac Surg,2004,26,,,,,Crnjac A; Sok M; Kamenik M
46,"Hojski A, Leitgeb M, Crnjac A. Release of growth factors after mechanical and chemical pleurodesis for treatment of malignant pleural effusion: a randomized control study. Radiol Oncol. 2015;49.",Release of growth factors after mechanical and chemical pleurodesis for treatment of malignant pleural effusion: a randomized control study,Radiol Oncol,2015,49,,,,,Hojski A; Leitgeb M; Crnjac A
47,"Gu LJ, Wang WJ. non-small cell lung cancer. Comparative study of video-assisted thoracoscopic surgery vs thoracic tube drainage in synthetic therapy for malignant pleural effusion secondary to. None;None.",non-small cell lung cancer,Comparative study of video-assisted thoracoscopic surgery vs thoracic tube drainage in synthetic therapy for malignant pleural effusion secondary to,,,,,,,Gu LJ; Wang WJ
48,"Fang N, Ke Y, Xue D. Bao. Bao. 2006;26.",Bao,Bao,2006,26,,,,,Fang N; Ke Y; Xue D
49,"Bernard A, De Dompsure Régis B, Hagry O. Early and late mortality after pleurodesis for malignant pleural effusion. Ann Thorac Surg. 2002;74.",Early and late mortality after pleurodesis for malignant pleural effusion,Ann Thorac Surg,2002,74,,,,,Bernard A; De Dompsure Régis B; Hagry O
50,"Mineo TC, Federico FS, T. Quality of life and outcomes after nonintubated versus intubated video-thoracoscopic pleurodesis for malignant pleural effusion: comparison by a case-matched study. J Palliat Med. 2014;17.",Quality of life and outcomes after nonintubated versus intubated video-thoracoscopic pleurodesis for malignant pleural effusion: comparison by a case-matched study,J Palliat Med,2014,17,,,,,Mineo TC; Federico FS; T
51,"Ost DE, Jimenez CA, Lei X. Quality-adjusted survival following treatment of malignant pleural effusions with indwelling pleural catheters. Chest. 2014;145.",Quality-adjusted survival following treatment of malignant pleural effusions with indwelling pleural catheters,Chest,2014,145,,,,,Ost DE; Jimenez CA; Lei X
52,"Warren WH, Kalimi R, Khodadadian LM. Management of malignant pleural effusions using the Pleur x catheter. Ann Thorac Surg. 2008;85.",Management of malignant pleural effusions using the Pleur x catheter,Ann Thorac Surg,2008,85,,,,,Warren WH; Kalimi R; Khodadadian LM
53,"Tremblay AM, Michaud G. Single-center experience with 250 tunnelled pleural catheter insertions for malignant pleural effusion. Chest. 2006;129.",Single-center experience with 250 tunnelled pleural catheter insertions for malignant pleural effusion,Chest,2006,129,,,,,Tremblay AM; Michaud G
54,"Sabur NF, Chee A, Stather DR. The impact of tunneled pleural catheters on the quality of life of patients with malignant pleural effusions. Respiration. 2013;85.",The impact of tunneled pleural catheters on the quality of life of patients with malignant pleural effusions,Respiration,2013,85,,,,,Sabur NF; Chee A; Stather DR
55,"Gilbert CR, Lee HJ, Skalski JH. The use of indwelling tunneled pleural catheters for recurrent pleural effusions in patients with hematologic malignancies: a multicenter study. Chest. 2015;148.",The use of indwelling tunneled pleural catheters for recurrent pleural effusions in patients with hematologic malignancies: a multicenter study,Chest,2015,148,,,,,Gilbert CR; Lee HJ; Skalski JH
56,"Bazerbashi S, Villaquiran J, Awan MY. Ambulatory intercostal drainage for the management of malignant pleural effusion: a single center experience. Ann Surg Oncol. 2009;16.",Ambulatory intercostal drainage for the management of malignant pleural effusion: a single center experience,Ann Surg Oncol,2009,16,,,,,Bazerbashi S; Villaquiran J; Awan MY
57,"Van Meter M, Mckee KY, Kohlwes RJ. Efficacy and safety of tunneled pleural catheters in adults with malignant pleural effusions: a systematic review. J Gen Intern Med. 2011;26.",Efficacy and safety of tunneled pleural catheters in adults with malignant pleural effusions: a systematic review,J Gen Intern Med,2011,26,,,,,Van Meter M; Mckee KY; Kohlwes RJ
58,"Putnam JB, Light RW, Rodriguez RM. A randomized comparison of indwelling pleural catheter and doxycycline pleurodesis in the management of malignant pleural effusions. Cancer. 1999;86.",A randomized comparison of indwelling pleural catheter and doxycycline pleurodesis in the management of malignant pleural effusions,Cancer,1999,86,,,,,Putnam JB; Light RW; Rodriguez RM
59,"Thomas R, Fysh EH, Smith NA. Effect of an indwelling pleural catheter vs talc pleurodesis on hospitalization days in patients with malignant pleural effusion: the AMPLE randomized clinical trial. JAMA. 2017;318.",Effect of an indwelling pleural catheter vs talc pleurodesis on hospitalization days in patients with malignant pleural effusion: the AMPLE randomized clinical trial,JAMA,2017,318,,,,,Thomas R; Fysh EH; Smith NA
60,"Demmy TL, Gu L, Burkhalter JE. Optimal management of malignant pleural effusions (results of CALGB 30102). J Natl Compr Canc Netw. 2012;10.",Optimal management of malignant pleural effusions (results of CALGB 30102),J Natl Compr Canc Netw,2012,10,,,,,Demmy TL; Gu L; Burkhalter JE
61,"Hunt BM, Farivar AS, Vallières E. Thoracoscopic talc versus tunneled pleural catheters for palliation of malignant pleural effusions. Ann Thorac Surg. 2012;94.",Thoracoscopic talc versus tunneled pleural catheters for palliation of malignant pleural effusions,Ann Thorac Surg,2012,94,,,,,Hunt BM; Farivar AS; Vallières E
62,"Fysh E, Waterer GW, Kendall PA. Indwelling pleural catheters reduce inpatient days over pleurodesis for malignant pleural effusion. Chest. 2012;142.",Indwelling pleural catheters reduce inpatient days over pleurodesis for malignant pleural effusion,Chest,2012,142,,,,,Fysh E; Waterer GW; Kendall PA
63,"Bell D, Wright G. A retrospective review of the palliative surgical management of malignant pleural effusions. BMJ Support Palliat Care. 2014;4.",A retrospective review of the palliative surgical management of malignant pleural effusions,BMJ Support Palliat Care,2014,4,,,,,Bell D; Wright G
64,"Walker S, Zubrinic M, Massey CZ. A prospective study of patient-centred outcomes in the management of malignant pleural effusions. Int J Palliat Nurs. 2016;22.",A prospective study of patient-centred outcomes in the management of malignant pleural effusions,Int J Palliat Nurs,2016,22,,,,,Walker S; Zubrinic M; Massey CZ
65,"Wahidi MM, Reddy C, Yarmus L. Randomized trial of pleural fluid drainage frequency in patients with malignant pleural effusions. The ASAP trial. Am J Respir Crit Care Med. 2017;195.",Randomized trial of pleural fluid drainage frequency in patients with malignant pleural effusions. The ASAP trial,Am J Respir Crit Care Med,2017,195,,,,,Wahidi MM; Reddy C; Yarmus L
66,"Schneider T, Reimer P, Storz K. Recurrent pleural effusion: who benefits from a tunneled pleural catheter?. Thorac Cardiovasc Surg. 2009;57.",Recurrent pleural effusion: who benefits from a tunneled pleural catheter?,Thorac Cardiovasc Surg,2009,57,,,,,Schneider T; Reimer P; Storz K
67,"Boujaoude Z, Bartter T, Abboud M. Pleuroscopic pleurodesis combined with tunneled pleural catheter for management of malignant pleural effusion: a prospective observational study. J Bronchology Interv Pulmonol. 2015;22.",Pleuroscopic pleurodesis combined with tunneled pleural catheter for management of malignant pleural effusion: a prospective observational study,J Bronchology Interv Pulmonol,2015,22,,,,,Boujaoude Z; Bartter T; Abboud M
68,"Reddy C, Ernst A, Lamb C. Rapid pleurodesis for malignant pleural effusions: a pilot study. Chest. 2011;139.",Rapid pleurodesis for malignant pleural effusions: a pilot study,Chest,2011,139,,,,,Reddy C; Ernst A; Lamb C
69,"Freeman RK, Anthony JA, Raja SM. A propensity-matched comparison of pleurodesis or tunneled pleural catheter in patients undergoing diagnostic thoracoscopy for malignancy. Ann Thorac Surg. 2013;96.",A propensity-matched comparison of pleurodesis or tunneled pleural catheter in patients undergoing diagnostic thoracoscopy for malignancy,Ann Thorac Surg,2013,96,,,,,Freeman RK; Anthony JA; Raja SM
70,"Bhatnagar R, Laskawiec-Szkonter M, Piotrowska H. Evaluating the efficacy of thoracoscopy and talc poudrage versus pleurodesis using talc slurry (TAPPS trial): protocol of an open-label randomised controlled trial. BMJ Open. 2014;4:e007045.",Evaluating the efficacy of thoracoscopy and talc poudrage versus pleurodesis using talc slurry (TAPPS trial): protocol of an open-label randomised controlled trial,BMJ Open,2014,4,,e007045,,,Bhatnagar R; Laskawiec-Szkonter M; Piotrowska H
71,"Rintoul RC, Ritchie AJ, Edwards JG. Efficacy and cost of video-assisted thoracoscopic partial pleurectomy versus talc pleurodesis in patients with malignant pleural mesothelioma (MesoVATS): an open-label, randomised, controlled trial. Lancet. 2014;384.","Efficacy and cost of video-assisted thoracoscopic partial pleurectomy versus talc pleurodesis in patients with malignant pleural mesothelioma (MesoVATS): an open-label, randomised, controlled trial",Lancet,2014,384,,,,,Rintoul RC; Ritchie AJ; Edwards JG
72,"Huggins JT, Doelken P, Sahn SA. The unexpandable lung. Med Rep. 1000;2:77.",The unexpandable lung,Med Rep,1000,2,,77,,,Huggins JT; Doelken P; Sahn SA
73,Doelken P. Clinical implications of unexpandable lung due to pleural disease. Am J Med Sci. 2008;335.,Clinical implications of unexpandable lung due to pleural disease,Am J Med Sci,2008,335,,,,,Doelken P
74,"Lan R, Lo SK, Chuang M. Elastance of the pleural space: a predictor for the outcome of pleurodesis in patients with malignant pleural effusion. Ann Intern Med. 1997;126.",Elastance of the pleural space: a predictor for the outcome of pleurodesis in patients with malignant pleural effusion,Ann Intern Med,1997,126,,,,,Lan R; Lo SK; Chuang M
75,"Huggins JT, Doelken P. Pleural manometry. Clin Chest Med. 2006;27.",Pleural manometry,Clin Chest Med,2006,27,,,,,Huggins JT; Doelken P
76,Feller-Kopman D. Therapeutic thoracentesis: the role of ultrasound and pleural manometry. Curr Opin Pulm Med. 2007;13.,Therapeutic thoracentesis: the role of ultrasound and pleural manometry,Curr Opin Pulm Med,2007,13,,,,,Feller-Kopman D
77,"Boshuizen RC, Sinaasappel M, Vincent AD. Pleural pressure swing and lung expansion after malignant pleural effusion drainage: the benefits of high-temporal resolution pleural manometry. J Bronchology Interv Pulmonol. 2013;20.",Pleural pressure swing and lung expansion after malignant pleural effusion drainage: the benefits of high-temporal resolution pleural manometry,J Bronchology Interv Pulmonol,2013,20,,,,,Boshuizen RC; Sinaasappel M; Vincent AD
78,"Feller-Kopman D, Walkey A, Berkowitz D. The relationship of pleural pressure to symptom development during therapeutic thoracentesis. Chest. 2006;129.",The relationship of pleural pressure to symptom development during therapeutic thoracentesis,Chest,2006,129,,,,,Feller-Kopman D; Walkey A; Berkowitz D
79,"Salamonsen MR, Lo AK, Ng AC. Novel use of pleural ultrasound can identify malignant entrapped lung prior to effusion drainage. Chest. 2014;146.",Novel use of pleural ultrasound can identify malignant entrapped lung prior to effusion drainage,Chest,2014,146,,,,,Salamonsen MR; Lo AK; Ng AC
80,"Zahid I, Routledge T, Bille A. What is the best treatment for malignant pleural effusions?. Interact Cardiovasc Thorac Surg. 2011;12.",What is the best treatment for malignant pleural effusions?,Interact Cardiovasc Thorac Surg,2011,12,,,,,Zahid I; Routledge T; Bille A
81,"Pien GW, Gant MJ, Washam CL. Use of an implantable pleural catheter for trapped lung syndrome in patients with malignant pleural effusion. Chest. 2001;119.",Use of an implantable pleural catheter for trapped lung syndrome in patients with malignant pleural effusion,Chest,2001,119,,,,,Pien GW; Gant MJ; Washam CL
82,"Ohm C, Park D, Vogen M. Use of an indwelling pleural catheter compared with thorascopic talc pleurodesis in the management of malignant pleural effusions. Am Surg. 2003;69.",Use of an indwelling pleural catheter compared with thorascopic talc pleurodesis in the management of malignant pleural effusions,Am Surg,2003,69,,,,,Ohm C; Park D; Vogen M
83,"Qureshi RA, Collinson SL, Powell RJ. Management of malignant pleural effusion associated with trapped lung syndrome. Asian Cardiovasc Thorac Ann. 2008;16.",Management of malignant pleural effusion associated with trapped lung syndrome,Asian Cardiovasc Thorac Ann,2008,16,,,,,Qureshi RA; Collinson SL; Powell RJ
84,"Van Den Toorn LM, Schaap E, Surmont VF. Management of recurrent malignant pleural effusions with a chronic indwelling pleural catheter. Lung Cancer. 2005;50.",Management of recurrent malignant pleural effusions with a chronic indwelling pleural catheter,Lung Cancer,2005,50,,,,,Van Den Toorn LM; Schaap E; Surmont VF
85,"Burgers JA, Olijve A, Baas P. Chronic indwelling pleural catheter for malignant pleural effusion in 25 patients. Ned Tijdschr Geneeskd. 2006;150.",Chronic indwelling pleural catheter for malignant pleural effusion in 25 patients,Ned Tijdschr Geneeskd,2006,150,,,,,Burgers JA; Olijve A; Baas P
86,"Efthymiou CA, Masudi T, Thorpe J. Malignant pleural effusion in the presence of trapped lung. Five-year experience of PleurX tunnelled catheters. Interact Cardiovasc Thorac Surg. 2009;9.",Malignant pleural effusion in the presence of trapped lung. Five-year experience of PleurX tunnelled catheters,Interact Cardiovasc Thorac Surg,2009,9,,,,,Efthymiou CA; Masudi T; Thorpe J
87,"Petrou M, Kaplan D, Goldstraw P. Management of recurrent malignant pleural effusions: the complementary role of talc pleurodesis and pleuroperitoneal shunting. Cancer. 1995;75.",Management of recurrent malignant pleural effusions: the complementary role of talc pleurodesis and pleuroperitoneal shunting,Cancer,1995,75,,,,,Petrou M; Kaplan D; Goldstraw P
88,"Genc O, Petrou M, Ladas G. The long-term morbidity of pleuroperitoneal shunts in the management of recurrent malignant effusions. Eur J Cardiothorac Surg. 2000;18.",The long-term morbidity of pleuroperitoneal shunts in the management of recurrent malignant effusions,Eur J Cardiothorac Surg,2000,18,,,,,Genc O; Petrou M; Ladas G
89,"Yim AP, Ho JK, Lee TW. Thoracoscopic management of pleural effusions revisited. Aust N Z J Surg. 1995;65.",Thoracoscopic management of pleural effusions revisited,Aust N Z J Surg,1995,65,,,,,Yim AP; Ho JK; Lee TW
90,"Hsu LH, Soong TC, Feng AC. Intrapleural urokinase for the treatment of loculated malignant pleural effusions and trapped lungs in medically inoperable cancer patients. J Thorac Oncol. 2006;1.",Intrapleural urokinase for the treatment of loculated malignant pleural effusions and trapped lungs in medically inoperable cancer patients,J Thorac Oncol,2006,1,,,,,Hsu LH; Soong TC; Feng AC
