file,issues,error
out/batch_processed/Advanced diagnostic and therapeutic bronchoscopy technology and reimbursement.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Advanced in Treatment of PPNs.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Advances in IP.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Advances in Interventional Pulmonology 2018.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Advances in pleuroscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Advantages of US in percutaneous dilatational.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Aggressive versus symptom-guided drainage of m.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Airway spray cryotherapy initial outcomes from.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Airway stabilization with silicone stents for.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Airway stents.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Aldaghlawi-2020-A Systematic Review of Digital.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Alsunaid-2021-Wound care management_ tracheost.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Ambulatory management of primary spontaneous p.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/American Brachytherapy Society consensus guide.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/An updated review in percutaneous tracheostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Andriolo-2015-Early versus late tracheostomy f.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Anesthesia and Upper and Lower Airway.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Anesthesia for bronchoscopy and update 2024.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Anesthetic considerations for bronchoscopic procedures.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Angel-2020-Novel Percutaneous Tracheostomy for.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Approach to hemoptysis in the modern era.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Arnold-2018-Investigating unilateral pleural e.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
"out/batch_processed/Audit of the autoantibody test, EarlyCDT.json","META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Awab-2017-Whole lung lavage-technical details.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/BLVR comprehensive 2025.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/BLVR with endobronchial valves for patients wi.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/BTS guideline for diagnostic flexible bronchoscopy in adults.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/BTS pleural guidelines2.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
"out/batch_processed/Basic Bronchoscopy Technology, Techniques, and Professional Fees.json","META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Basic and advanced pleural procedures coding and professional fees update for pulmonologists.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bhatnagar-2018-Outpatient Talc Administration.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bhatnagar-2020-Effect of Thoracoscopic Talc Po.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bhora-2016-Treatment of Benign Tracheal Stenos.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bibby-2018-ERS_EACTS statement on the manageme.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bintcliffe-2016-The management of benign non-i.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Biopsy of peripheral lung nodules utilizing cone beam w wo TB access tool.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Brass-2016-Percutaneous techniques versus surg.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Breathlessness Predicts Survival in Patients W.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bronchial Thermoplasty in Patients With Severe.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bronchoscope-Guided Percutaneous Endoscopic Ga.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Bronchoscopes of the Twenty-First Century.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Bronchoscopic Techniques Used in the Diagnosis and Staging of Lung Cancer.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Bronchoscopic lung volume reduction with endob.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Bronchoscopic transparenchymal nodule access (BTPNA).json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Bronchoscopy Education An Experiential Learning Theory Perspective.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/CHEST CAO.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/COLDICE study.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Central Airway Obstruction Benign Strictures.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Chan-2021-Transbronchial microwave ablation of.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Chemical pleurodesis.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Chen-2018-Photodynamic therapeutic ablation fo.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Cheng-2016-Three-dimensional Printing and 3D S.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Chhatre-2021-Survival Outcomes with Photodynam.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Clinical Success Stenting Distal Bronchi.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Clinical Utility of a Bronchial Genomic Classi.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Clinical and quality of life outcomes vs. exte.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Clinical trial of photodynamic therapy for per.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
"out/batch_processed/Combined EBUS  EUS for the diagnosis and staging of lung cancer ESGE, ERS, ESTS Guideline.json","META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Combined Nd-YAG laser HDR brachytherapy versus.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Community hospital experience using ENB integrating tidal volume computed tomography mapping.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Comparing the Diagnostic Performance of Lung Ultrasonography and Chest Radiography for Detecting Pneumothorax.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Comparision of valves.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Comparison of HFNC  and Conventional O2 during bronc.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Competency-based medical education in interventional pulmonology_ current state and future opportunities.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Complete unilateral vs partial bilateral BLVR.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Complications Following Therapeutic B.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Complications and discomfort of bronchoscopy a systematic review.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Complications of cricothyroidotomy versus tracheostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
"out/batch_processed/Complications, and practice patterns of EBUS  AQuIRE registry.json","META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Comprehensive Review of Chest Tube Management_A Review.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Concurrent Intrapleural Instillation of Tissue.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Cone beam CT imaging for bronchoscopy a technical review.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Cone-beam computed tomography-guided electromagnetic navigation for peripheral lung nodules.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Cone-beam computed tomography-guided shape-sensing robot.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Conservative versus Interventional Treatment f.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Conservative versus Interventional Treatment for spont PTX.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Coping with airway emergencies_.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Covid-19 impact on interventional pulmonology training.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Criner-2019-Improving Lung Function in Severe.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Cryosurgery for malignant endobronchial tumors.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Current practice in management of exudative pleural effusions AABIP survey.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Cyrany-2016-Buried bumper syndrome_ A complica.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/DY and Synergy of Needle and Forceps w ENB.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Database to Inform Revisions.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Davies-2012-Effect of an indwelling pleural ca.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Deslee-2014-Lung volume reduction coil treatme.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Developing an IP Service in a Community Practice.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Development of a Tool to Assess Basic Competen.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Dexmedetomidine-fentanyl versus propofol-fentanyl.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Diagnostic Yield and Bleeding Complications.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Diagnostic accuracy of transbronchial lung cry.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Diagnostic flexible bronchoscopy and accessory techniques.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Diagnostic value of EBUS elastography for the differentiation.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Diagnostic yield and safety of navigation bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Differentiating malignant and benign nodes with elastography.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Documentation Tips for Pulmonary.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Dransfield-2020-Effect of Zephyr Endobronchial.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Dresler-2005-Phase III intergroup study of tal.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/EBUS  vs conventional TBNA  in the diagnosis of sarcoidosis.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/EBUS for the Diagnosis and Subtyping of Lymphoma.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/EBUS-TBNA and EUS-FNA Risk Assessment for Clopidogrel.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
"out/batch_processed/ENB for PPNs One-Year Results of the Prospective, Multicenter NAVIGATE Study.json","META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/ENB-directed dye marking for locating pulmonary nodules.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/ERSATS statement on IP.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Eberhardt-2021-Endobronchial Valve (Zephyr) Tr.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Effectiveness of Elastography.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Efficacy and Safety of Airway Stent in TEF.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Efficacy and safety of cone-beam computed tomography-guided bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Efficacy ofWhole-LungLavageinPulmonaryAlveolar.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Electromagnetic navigation bronchoscopy a comprehensive review.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Electromagnetic navigation bronchoscopy to access lung lesions in.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Endobronchial Valves for Emphysema without Int.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Endobronchial epinephrine confusion is in the air.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Endobronchial tumor debulking with a flexible.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Endosonography for mediastinal disease EUS vs EBUS.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Equipment and procedural setup for IP.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Eur Respir Rev-2020-DeMaio-200028.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Evaluating the Patient With a Pulmonary Nodule_A Review.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Evaluation of Safety and Short-term.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Evaluation of a EBUS  forceps in enlarged mediastinal lymph nodes.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Evaluation of individuals with pulmonary nodules when is it lung cancer.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/External irradiation versus external irradiati.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Fiducial marker placement with ENB.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Financial Justification for IP Programs.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/First Human Use of a New Robotic-Assisted Fiber Optic Sensing Navigation System for Small Peripheral Pulmonary Nodules.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Flexible Bronchoscope Use by Pulmonologists.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Flexible bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Forbearance With Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Foreign body aspiration.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Foreign body inhalation in the adult population.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Garner-2020-A prospective safety and feasibili.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Ghattas-2021-State of the art_ percutaneous tr.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING,AUTHORS_EMPTY",
out/batch_processed/Gomes-2015-Percutaneous endoscopic gastrostomy.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Grosu-2013-Stents are associated with increase.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Grosu-2018-Sensitivity of Initial Thoracentesi.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Grosu-2019-Secondary spontaneous pneumothorax.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Hartman-2021-New bronchoscopic treatment modal.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Havelock-2010-Pleural procedures and thoracic.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Herth-2019-Endoscopic Lung Volume Reduction_ A.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/High-dose-rate endobronchial brachytherapy eff.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Hillerdal-2014-One- to four-year follow-up of.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Holden-2020-Safety and Efficacy of the Tracheo.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Hooper-2010-Investigation of a unilateral pleu.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Hu-2018-Application of the Montgomery T-tube i.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
"out/batch_processed/Hu-2020-Pleural manometry_ techniques, applica.json","META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/IASLC Proposals for Revision of TNM.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/IP Fellowship Accreditation Standards.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/IP extending breath of care.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/IPC review.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/IPCplus.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Iatrogenic bleeding during flexible bronchoscopy.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Imaging in peripheral bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Impact of Pulmonary and Critical Care Fellow Participation during Advanced Diagnostic Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Impact of a Dedicated Pleural Clinic on Indwelling Pleural Catheter Related Outcomes_A Retrospective Single Center Experience.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Impact of the Ninth International Association for the Study of Lung Cancer TNM Classification on Endobronchial Ultrasound for Lung Cancer Staging.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Improved diagnostic yield  with digital tomosynthesis ENB.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Improving diagnostic yield of navigational bronchoscopy .json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Indications and complications of rigid broncho.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Indocyanine Green-Soaked Fiducial Markers.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Indwelling Pleural Catheter versus Pleurodesis.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Inhaled GM-CSF for Pulmonary Alveolar Proteino.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Inhaled TXA for Hemoptysis Treatment.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Interventional Bronchoscopy.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Interventional pulmonology in the intensive ca.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Intrapleural Fibrinolytic Therapy versus Early.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Intrapleural use of tissue plasminogen activat.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Jayadevappa-2019-Outcomes of patients with adv.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Jet Ventilation during Rigid Bronchoscopy in Adults.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Karakoca-2018-Follow-up outcomes of chronic ob.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Kashiwabara-2021-Efficacy and safety of transb.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Kemp-2017-A Multicenter Randomized Controlled.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Kimura-2015-Photodynamic Therapy (PDT) with Ch.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Klooster-2017-One-Year Follow-Up after Endobro.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Koizumi-2015-Bronchoscopy-Guided Cooled Radiof.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Koshy-2021-Safety of delivering bronchial ther.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Labarca-2019-Bronchoscopic Lung Volume Reducti.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Lamb-2020-Use of Tracheostomy During the COVID.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Li-2019-The REACH Trial_ A Randomized Controll.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Lipp-2013-Systemic antimicrobial prophylaxis f.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Ljungdahl-2006-Complication rate lower after p.json,"META_DOI_MISSING,META_JOURNAL_MISSING,AUTHORS_EMPTY",
out/batch_processed/Local anaesthetic thoracoscopy .json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Local determinants of response to endobronchia.json,"META_YEAR_MISSING,META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Lung nodule during COVID.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/LungRADSAssessmentCategoriesv1-1.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Machine learing TPA.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Majid-2020-Efficacy of the Spiration Valve Sys.json,"META_DOI_MISSING,META_JOURNAL_MISSING",
out/batch_processed/Management of Benign Pleural Effusions Using I.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
out/batch_processed/Management of Malignant Pleural Effusions.json,"META_DOI_MISSING,META_JOURNAL_MISSING,ABSTRACT_MISSING",
